product_id,product_name,category,sub_category,brand,model,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,battery_life,bluetooth_version,water_resistance,noise_cancellation,features,description,purpose,image_url,product_url
300011,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,Galaxy Buds FE,12399,13499,8,4.2,3042,In Stock,ShopWise Store,1 Year,Green,36 Hours,Bluetooth 5.3,IPX5,Hybrid ANC,"ENC, Bluetooth 5.3, IPX5 Water Resistant, ANC","Samsung Galaxy Buds FE true wireless earbuds featuring ENC, Bluetooth 5.3, IPX5 Water Resistant, ANC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300011.jpg,https://example.com/products/300011
300012,JBL Wave Beam,Electronics,Earbuds,JBL,Wave Beam,12599,13199,5,4.7,9372,In Stock,ShopWise Store,1 Year,Green,30 Hours,Bluetooth 5.4,IPX5,ANC,"Bluetooth 5.4, ANC, Fast Charging, IPX5 Water Resistant","JBL Wave Beam true wireless earbuds featuring Bluetooth 5.4, ANC, Fast Charging, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300012.jpg,https://example.com/products/300012
300013,Noise Buds Combat X,Electronics,Earbuds,Noise,Buds Combat X,2199,4799,54,4.6,11711,In Stock,ShopWise Store,1 Year,White,50 Hours,Bluetooth 5.4,IPX4,ENC,"ENC, Low Latency Mode, Touch Controls, Bluetooth 5.3","Noise Buds Combat X true wireless earbuds featuring ENC, Low Latency Mode, Touch Controls, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300013.jpg,https://example.com/products/300013
300014,OnePlus Nord Buds 3,Electronics,Earbuds,OnePlus,Nord Buds 3,9099,10499,13,4.2,3859,In Stock,ShopWise Store,1 Year,Blue,50 Hours,Bluetooth 5.3,IPX4,ANC,"Bluetooth 5.3, Dual Device Pairing, Transparency Mode, ANC","OnePlus Nord Buds 3 true wireless earbuds featuring Bluetooth 5.3, Dual Device Pairing, Transparency Mode, ANC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300014.jpg,https://example.com/products/300014
300015,Sony WF-1000XM5,Electronics,Earbuds,Sony,WF-1000XM5,18399,19899,8,4.6,11863,In Stock,ShopWise Store,1 Year,Green,36 Hours,Bluetooth 5.3,IPX7,Hybrid ANC,"Transparency Mode, Dual Device Pairing, Bluetooth 5.4, ANC","Sony WF-1000XM5 true wireless earbuds featuring Transparency Mode, Dual Device Pairing, Bluetooth 5.4, ANC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300015.jpg,https://example.com/products/300015
300016,Noise Buds VS104,Electronics,Earbuds,Noise,Buds VS104,1499,1899,21,4.4,2069,In Stock,ShopWise Store,1 Year,White,40 Hours,Bluetooth 5.4,IPX4,ANC,"ANC, Bluetooth 5.3, Touch Controls, Low Latency Mode","Noise Buds VS104 true wireless earbuds featuring ANC, Bluetooth 5.3, Touch Controls, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300016.jpg,https://example.com/products/300016
300017,OnePlus Nord Buds 3,Electronics,Earbuds,OnePlus,Nord Buds 3,8199,10299,20,4.2,17325,In Stock,ShopWise Store,1 Year,Green,40 Hours,Bluetooth 5.3,IPX5,ANC,"Low Latency Mode, Touch Controls, IPX5 Water Resistant, Transparency Mode","OnePlus Nord Buds 3 true wireless earbuds featuring Low Latency Mode, Touch Controls, IPX5 Water Resistant, Transparency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300017.jpg,https://example.com/products/300017
300018,Samsung Galaxy Buds2 Pro,Electronics,Earbuds,Samsung,Galaxy Buds2 Pro,14099,16999,17,4.8,4702,In Stock,ShopWise Store,1 Year,Black,40 Hours,Bluetooth 5.3,IPX4,ENC,"Fast Charging, ENC, ANC, Low Latency Mode","Samsung Galaxy Buds2 Pro true wireless earbuds featuring Fast Charging, ENC, ANC, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300018.jpg,https://example.com/products/300018
300019,Sony WF-1000XM5,Electronics,Earbuds,Sony,WF-1000XM5,14299,16199,12,4.3,1666,In Stock,ShopWise Store,1 Year,Blue,50 Hours,Bluetooth 5.3,IPX4,ANC,"Low Latency Mode, Transparency Mode, Bluetooth 5.4, Bluetooth 5.3","Sony WF-1000XM5 true wireless earbuds featuring Low Latency Mode, Transparency Mode, Bluetooth 5.4, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300019.jpg,https://example.com/products/300019
300020,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,Galaxy Buds FE,8399,9599,13,4.4,18488,In Stock,ShopWise Store,1 Year,Black,30 Hours,Bluetooth 5.4,IPX5,ENC,"Bluetooth 5.3, ANC, ENC, Bluetooth 5.4","Samsung Galaxy Buds FE true wireless earbuds featuring Bluetooth 5.3, ANC, ENC, Bluetooth 5.4. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300020.jpg,https://example.com/products/300020
300021,Sony WF-1000XM5,Electronics,Earbuds,Sony,WF-1000XM5,23799,24899,4,4.5,3277,In Stock,ShopWise Store,1 Year,Blue,50 Hours,Bluetooth 5.4,IPX4,Hybrid ANC,"Transparency Mode, Touch Controls, ANC, Fast Charging","Sony WF-1000XM5 true wireless earbuds featuring Transparency Mode, Touch Controls, ANC, Fast Charging. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300021.jpg,https://example.com/products/300021
300022,Noise Air Buds Pro,Electronics,Earbuds,Noise,Air Buds Pro,2399,5099,53,4.4,11414,In Stock,ShopWise Store,1 Year,Black,36 Hours,Bluetooth 5.4,IPX4,ENC,"Touch Controls, Transparency Mode, Dual Device Pairing, Bluetooth 5.3","Noise Air Buds Pro true wireless earbuds featuring Touch Controls, Transparency Mode, Dual Device Pairing, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300022.jpg,https://example.com/products/300022
300023,Sony WF-XB700,Electronics,Earbuds,Sony,WF-XB700,8699,10599,18,4.8,18765,In Stock,ShopWise Store,1 Year,Green,40 Hours,Bluetooth 5.3,IPX4,ANC,"Fast Charging, Bluetooth 5.3, Bluetooth 5.4, IPX5 Water Resistant","Sony WF-XB700 true wireless earbuds featuring Fast Charging, Bluetooth 5.3, Bluetooth 5.4, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300023.jpg,https://example.com/products/300023
300024,Realme Buds T310,Electronics,Earbuds,Realme,Buds T310,6899,8399,18,4.1,12203,In Stock,ShopWise Store,1 Year,Blue,36 Hours,Bluetooth 5.4,IPX7,ANC,"Dual Device Pairing, Bluetooth 5.3, Touch Controls, IPX5 Water Resistant","Realme Buds T310 true wireless earbuds featuring Dual Device Pairing, Bluetooth 5.3, Touch Controls, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300024.jpg,https://example.com/products/300024
300025,OnePlus Buds Pro 3,Electronics,Earbuds,OnePlus,Buds Pro 3,2199,2699,19,5.0,1656,In Stock,ShopWise Store,1 Year,White,36 Hours,Bluetooth 5.4,IPX5,ENC,"IPX5 Water Resistant, Transparency Mode, Low Latency Mode, ENC","OnePlus Buds Pro 3 true wireless earbuds featuring IPX5 Water Resistant, Transparency Mode, Low Latency Mode, ENC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300025.jpg,https://example.com/products/300025
300026,Noise Buds VS104,Electronics,Earbuds,Noise,Buds VS104,3599,4499,20,4.4,10808,In Stock,ShopWise Store,1 Year,Black,40 Hours,Bluetooth 5.3,IPX7,Hybrid ANC,"ANC, Bluetooth 5.4, IPX5 Water Resistant, Touch Controls","Noise Buds VS104 true wireless earbuds featuring ANC, Bluetooth 5.4, IPX5 Water Resistant, Touch Controls. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300026.jpg,https://example.com/products/300026
300027,Sony WF-1000XM5,Electronics,Earbuds,Sony,WF-1000XM5,20999,21699,3,4.9,2000,In Stock,ShopWise Store,1 Year,White,45 Hours,Bluetooth 5.4,IPX7,ENC,"Fast Charging, Bluetooth 5.3, ENC, Bluetooth 5.4","Sony WF-1000XM5 true wireless earbuds featuring Fast Charging, Bluetooth 5.3, ENC, Bluetooth 5.4. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300027.jpg,https://example.com/products/300027
300028,OnePlus Nord Buds 3,Electronics,Earbuds,OnePlus,Nord Buds 3,7599,9199,17,4.3,581,In Stock,ShopWise Store,1 Year,Green,50 Hours,Bluetooth 5.3,IPX5,ANC,"Touch Controls, Fast Charging, Bluetooth 5.4, Transparency Mode","OnePlus Nord Buds 3 true wireless earbuds featuring Touch Controls, Fast Charging, Bluetooth 5.4, Transparency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300028.jpg,https://example.com/products/300028
300029,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,Galaxy Buds FE,5099,7799,35,4.2,7805,In Stock,ShopWise Store,1 Year,Purple,36 Hours,Bluetooth 5.4,IPX7,ANC,"Bluetooth 5.4, Dual Device Pairing, Fast Charging, Low Latency Mode","Samsung Galaxy Buds FE true wireless earbuds featuring Bluetooth 5.4, Dual Device Pairing, Fast Charging, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300029.jpg,https://example.com/products/300029
300030,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,Galaxy Buds FE,13899,16199,14,4.0,15991,In Stock,ShopWise Store,1 Year,Green,36 Hours,Bluetooth 5.4,IPX5,ENC,"Bluetooth 5.3, Low Latency Mode, Dual Device Pairing, Fast Charging","Samsung Galaxy Buds FE true wireless earbuds featuring Bluetooth 5.3, Low Latency Mode, Dual Device Pairing, Fast Charging. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300030.jpg,https://example.com/products/300030
300031,Realme Buds T310,Electronics,Earbuds,Realme,Buds T310,5899,8499,31,4.3,7748,In Stock,ShopWise Store,1 Year,Purple,40 Hours,Bluetooth 5.4,IPX4,ENC,"Dual Device Pairing, Bluetooth 5.3, Transparency Mode, ANC","Realme Buds T310 true wireless earbuds featuring Dual Device Pairing, Bluetooth 5.3, Transparency Mode, ANC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300031.jpg,https://example.com/products/300031
300032,boAt Airdopes 311 Pro,Electronics,Earbuds,boAt,Airdopes 311 Pro,3899,4499,13,4.4,10198,In Stock,ShopWise Store,1 Year,Blue,40 Hours,Bluetooth 5.3,IPX7,ENC,"Low Latency Mode, Fast Charging, Touch Controls, ANC","boAt Airdopes 311 Pro true wireless earbuds featuring Low Latency Mode, Fast Charging, Touch Controls, ANC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300032.jpg,https://example.com/products/300032
300033,boAt Airdopes 141,Electronics,Earbuds,boAt,Airdopes 141,1399,2199,36,4.5,16154,In Stock,ShopWise Store,1 Year,White,30 Hours,Bluetooth 5.3,IPX4,ANC,"ANC, Bluetooth 5.3, Transparency Mode, IPX5 Water Resistant","boAt Airdopes 141 true wireless earbuds featuring ANC, Bluetooth 5.3, Transparency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300033.jpg,https://example.com/products/300033
300034,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,Galaxy Buds FE,9799,10799,9,4.4,279,In Stock,ShopWise Store,1 Year,White,40 Hours,Bluetooth 5.4,IPX5,ANC,"ENC, Bluetooth 5.3, Low Latency Mode, ANC","Samsung Galaxy Buds FE true wireless earbuds featuring ENC, Bluetooth 5.3, Low Latency Mode, ANC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300034.jpg,https://example.com/products/300034
300035,Nothing Ear,Electronics,Earbuds,Nothing,Ear,7399,10099,27,4.4,8959,In Stock,ShopWise Store,1 Year,Blue,50 Hours,Bluetooth 5.3,IPX4,ENC,"Bluetooth 5.4, IPX5 Water Resistant, ANC, Low Latency Mode","Nothing Ear true wireless earbuds featuring Bluetooth 5.4, IPX5 Water Resistant, ANC, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300035.jpg,https://example.com/products/300035
300036,Realme Buds Air 6,Electronics,Earbuds,Realme,Buds Air 6,5199,7899,34,4.6,4608,In Stock,ShopWise Store,1 Year,Blue,50 Hours,Bluetooth 5.4,IPX5,Hybrid ANC,"ANC, Transparency Mode, Touch Controls, Dual Device Pairing","Realme Buds Air 6 true wireless earbuds featuring ANC, Transparency Mode, Touch Controls, Dual Device Pairing. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300036.jpg,https://example.com/products/300036
300037,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,Galaxy Buds FE,7199,7999,10,4.2,15665,In Stock,ShopWise Store,1 Year,Purple,50 Hours,Bluetooth 5.3,IPX5,Hybrid ANC,"Bluetooth 5.3, ANC, Dual Device Pairing, IPX5 Water Resistant","Samsung Galaxy Buds FE true wireless earbuds featuring Bluetooth 5.3, ANC, Dual Device Pairing, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300037.jpg,https://example.com/products/300037
300038,Nothing Ear (a),Electronics,Earbuds,Nothing,Ear (a),13799,14399,4,4.7,18509,In Stock,ShopWise Store,1 Year,White,30 Hours,Bluetooth 5.4,IPX4,ANC,"ANC, Fast Charging, ENC, Dual Device Pairing","Nothing Ear (a) true wireless earbuds featuring ANC, Fast Charging, ENC, Dual Device Pairing. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300038.jpg,https://example.com/products/300038
300039,boAt Airdopes 170,Electronics,Earbuds,boAt,Airdopes 170,1199,3099,61,4.8,1006,In Stock,ShopWise Store,1 Year,Black,36 Hours,Bluetooth 5.3,IPX5,ANC,"Transparency Mode, Bluetooth 5.3, Low Latency Mode, ENC","boAt Airdopes 170 true wireless earbuds featuring Transparency Mode, Bluetooth 5.3, Low Latency Mode, ENC. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300039.jpg,https://example.com/products/300039
300040,Nothing Ear (a),Electronics,Earbuds,Nothing,Ear (a),9399,12199,23,4.6,16892,In Stock,ShopWise Store,1 Year,White,45 Hours,Bluetooth 5.3,IPX5,Hybrid ANC,"ENC, Bluetooth 5.3, Low Latency Mode, Dual Device Pairing","Nothing Ear (a) true wireless earbuds featuring ENC, Bluetooth 5.3, Low Latency Mode, Dual Device Pairing. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300040.jpg,https://example.com/products/300040
300041,Realme Buds Air 6,Electronics,Earbuds,Realme,Buds Air 6,3299,6199,47,4.4,14520,In Stock,ShopWise Store,1 Year,Green,36 Hours,Bluetooth 5.3,IPX4,Hybrid ANC,"Bluetooth 5.3, Dual Device Pairing, Bluetooth 5.4, Transparency Mode","Realme Buds Air 6 true wireless earbuds featuring Bluetooth 5.3, Dual Device Pairing, Bluetooth 5.4, Transparency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300041.jpg,https://example.com/products/300041
300042,Realme Buds Air 6,Electronics,Earbuds,Realme,Buds Air 6,5599,7799,28,4.7,2245,In Stock,ShopWise Store,1 Year,Black,50 Hours,Bluetooth 5.3,IPX5,Hybrid ANC,"ANC, Low Latency Mode, IPX5 Water Resistant, Fast Charging","Realme Buds Air 6 true wireless earbuds featuring ANC, Low Latency Mode, IPX5 Water Resistant, Fast Charging. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300042.jpg,https://example.com/products/300042
300043,OnePlus Buds 3,Electronics,Earbuds,OnePlus,Buds 3,6399,9299,31,4.3,11395,In Stock,ShopWise Store,1 Year,White,36 Hours,Bluetooth 5.3,IPX7,ANC,"Dual Device Pairing, IPX5 Water Resistant, Bluetooth 5.4, Low Latency Mode","OnePlus Buds 3 true wireless earbuds featuring Dual Device Pairing, IPX5 Water Resistant, Bluetooth 5.4, Low Latency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300043.jpg,https://example.com/products/300043
300044,Nothing Ear,Electronics,Earbuds,Nothing,Ear,9999,10599,6,5.0,9384,In Stock,ShopWise Store,1 Year,Green,45 Hours,Bluetooth 5.4,IPX5,ANC,"ENC, Bluetooth 5.4, Bluetooth 5.3, Transparency Mode","Nothing Ear true wireless earbuds featuring ENC, Bluetooth 5.4, Bluetooth 5.3, Transparency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300044.jpg,https://example.com/products/300044
300045,boAt Airdopes 170,Electronics,Earbuds,boAt,Airdopes 170,3099,4899,37,4.7,13960,In Stock,ShopWise Store,1 Year,Blue,50 Hours,Bluetooth 5.3,IPX5,ANC,"Fast Charging, ANC, Low Latency Mode, Transparency Mode","boAt Airdopes 170 true wireless earbuds featuring Fast Charging, ANC, Low Latency Mode, Transparency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300045.jpg,https://example.com/products/300045
300046,boAt Airdopes 170,Electronics,Earbuds,boAt,Airdopes 170,2499,4399,43,4.3,17724,In Stock,ShopWise Store,1 Year,Blue,50 Hours,Bluetooth 5.3,IPX7,ENC,"ANC, ENC, Transparency Mode, Bluetooth 5.3","boAt Airdopes 170 true wireless earbuds featuring ANC, ENC, Transparency Mode, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300046.jpg,https://example.com/products/300046
300047,Nothing Ear (a),Electronics,Earbuds,Nothing,Ear (a),8599,9799,12,4.9,5970,In Stock,ShopWise Store,1 Year,Green,50 Hours,Bluetooth 5.4,IPX4,Hybrid ANC,"Low Latency Mode, Bluetooth 5.4, ANC, IPX5 Water Resistant","Nothing Ear (a) true wireless earbuds featuring Low Latency Mode, Bluetooth 5.4, ANC, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300047.jpg,https://example.com/products/300047
300048,Sony WF-C700N,Electronics,Earbuds,Sony,WF-C700N,16499,16999,3,4.5,16374,In Stock,ShopWise Store,1 Year,Black,45 Hours,Bluetooth 5.4,IPX7,ENC,"ANC, Low Latency Mode, Touch Controls, IPX5 Water Resistant","Sony WF-C700N true wireless earbuds featuring ANC, Low Latency Mode, Touch Controls, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300048.jpg,https://example.com/products/300048
300049,OnePlus Buds 3,Electronics,Earbuds,OnePlus,Buds 3,4399,7099,38,4.3,11578,In Stock,ShopWise Store,1 Year,Green,45 Hours,Bluetooth 5.3,IPX5,Hybrid ANC,"Bluetooth 5.4, Touch Controls, Low Latency Mode, Bluetooth 5.3","OnePlus Buds 3 true wireless earbuds featuring Bluetooth 5.4, Touch Controls, Low Latency Mode, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300049.jpg,https://example.com/products/300049
300050,JBL Live Pro 2,Electronics,Earbuds,JBL,Live Pro 2,10999,11599,5,4.9,6486,In Stock,ShopWise Store,1 Year,Blue,45 Hours,Bluetooth 5.4,IPX4,ANC,"Touch Controls, Fast Charging, Dual Device Pairing, Transparency Mode","JBL Live Pro 2 true wireless earbuds featuring Touch Controls, Fast Charging, Dual Device Pairing, Transparency Mode. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300050.jpg,https://example.com/products/300050
300051,OnePlus Buds Pro 3,Electronics,Earbuds,OnePlus,Buds Pro 3,8299,10599,22,4.5,7643,In Stock,ShopWise Store,1 Year,White,30 Hours,Bluetooth 5.3,IPX5,ANC,"Low Latency Mode, IPX5 Water Resistant, Fast Charging, Dual Device Pairing","OnePlus Buds Pro 3 true wireless earbuds featuring Low Latency Mode, IPX5 Water Resistant, Fast Charging, Dual Device Pairing. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300051.jpg,https://example.com/products/300051
300052,Sony WF-1000XM5,Electronics,Earbuds,Sony,WF-1000XM5,17699,18099,2,4.0,6663,In Stock,ShopWise Store,1 Year,Black,50 Hours,Bluetooth 5.3,IPX4,Hybrid ANC,"Dual Device Pairing, IPX5 Water Resistant, Bluetooth 5.4, Bluetooth 5.3","Sony WF-1000XM5 true wireless earbuds featuring Dual Device Pairing, IPX5 Water Resistant, Bluetooth 5.4, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300052.jpg,https://example.com/products/300052
300053,Nothing Ear,Electronics,Earbuds,Nothing,Ear,6599,8699,24,4.5,19882,In Stock,ShopWise Store,1 Year,Black,40 Hours,Bluetooth 5.4,IPX5,ANC,"Touch Controls, ENC, IPX5 Water Resistant, Bluetooth 5.3","Nothing Ear true wireless earbuds featuring Touch Controls, ENC, IPX5 Water Resistant, Bluetooth 5.3. Ideal for music, calls, workouts and travel.","Music, Calls, Fitness, Travel",https://example.com/images/earbuds/300053.jpg,https://example.com/products/300053
