product_id,product_name,category,sub_category,brand,model,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,ram,storage,display,camera,battery,operating_system,connectivity,features,description,purpose,image_url,product_url
100011,Realme Realme 13,Electronics,Smartphone,Realme,Realme 13,31000,35000,11,4.1,11988,In Stock,ShopWise Store,1 Year,White,8GB,256GB,OLED 120Hz,48MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","OLED 120Hz, 8GB RAM, 256GB, 48MP Camera, 4500mAh, 5G","Realme Realme 13 smartphone with OLED 120Hz, 8GB RAM, 256GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100011.jpg,https://example.com/products/100011
100012,Apple iPhone 16,Electronics,Smartphone,Apple,iPhone 16,71500,83000,14,4.0,23833,In Stock,ShopWise Store,1 Year,White,12GB,128GB,AMOLED 120Hz,48MP,4500mAh,iOS,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 12GB RAM, 128GB, 48MP Camera, 4500mAh, 5G","Apple iPhone 16 smartphone with AMOLED 120Hz, 12GB RAM, 128GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100012.jpg,https://example.com/products/100012
100013,Samsung Galaxy S24+,Electronics,Smartphone,Samsung,Galaxy S24+,123000,133000,8,4.4,8421,In Stock,ShopWise Store,1 Year,Purple,8GB,256GB,LCD 120Hz,48MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 8GB RAM, 256GB, 48MP Camera, 5500mAh, 5G","Samsung Galaxy S24+ smartphone with LCD 120Hz, 8GB RAM, 256GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100013.jpg,https://example.com/products/100013
100014,Xiaomi Redmi Note 14,Electronics,Smartphone,Xiaomi,Redmi Note 14,35500,42500,16,4.7,7891,In Stock,ShopWise Store,1 Year,Black,6GB,512GB,AMOLED 120Hz,64MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 6GB RAM, 512GB, 64MP Camera, 4500mAh, 5G","Xiaomi Redmi Note 14 smartphone with AMOLED 120Hz, 6GB RAM, 512GB, 64MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100014.jpg,https://example.com/products/100014
100015,Realme Realme 13,Electronics,Smartphone,Realme,Realme 13,35500,42000,15,4.6,11696,In Stock,ShopWise Store,1 Year,White,6GB,256GB,OLED 120Hz,50MP,5000mAh,Android,"5G, WiFi 7, Bluetooth 5.4","OLED 120Hz, 6GB RAM, 256GB, 50MP Camera, 5000mAh, 5G","Realme Realme 13 smartphone with OLED 120Hz, 6GB RAM, 256GB, 50MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100015.jpg,https://example.com/products/100015
100016,Realme Realme 13,Electronics,Smartphone,Realme,Realme 13,20500,27500,25,4.8,13868,In Stock,ShopWise Store,1 Year,Purple,12GB,512GB,LCD 120Hz,108MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","LCD 120Hz, 12GB RAM, 512GB, 108MP Camera, 4500mAh, 5G","Realme Realme 13 smartphone with LCD 120Hz, 12GB RAM, 512GB, 108MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100016.jpg,https://example.com/products/100016
100017,Apple iPhone 16 Pro Max,Electronics,Smartphone,Apple,iPhone 16 Pro Max,87500,89500,2,4.2,5442,In Stock,ShopWise Store,1 Year,Blue,8GB,128GB,AMOLED 120Hz,64MP,4500mAh,iOS,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 8GB RAM, 128GB, 64MP Camera, 4500mAh, 5G","Apple iPhone 16 Pro Max smartphone with AMOLED 120Hz, 8GB RAM, 128GB, 64MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100017.jpg,https://example.com/products/100017
100018,Xiaomi Xiaomi 14,Electronics,Smartphone,Xiaomi,Xiaomi 14,53000,56500,6,4.3,20458,In Stock,ShopWise Store,1 Year,Black,12GB,512GB,AMOLED 120Hz,50MP,5000mAh,Android,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 12GB RAM, 512GB, 50MP Camera, 5000mAh, 5G","Xiaomi Xiaomi 14 smartphone with AMOLED 120Hz, 12GB RAM, 512GB, 50MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100018.jpg,https://example.com/products/100018
100019,Realme GT 6,Electronics,Smartphone,Realme,GT 6,30500,41000,26,4.2,13861,In Stock,ShopWise Store,1 Year,Black,16GB,512GB,AMOLED 120Hz,64MP,5000mAh,Android,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 16GB RAM, 512GB, 64MP Camera, 5000mAh, 5G","Realme GT 6 smartphone with AMOLED 120Hz, 16GB RAM, 512GB, 64MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100019.jpg,https://example.com/products/100019
100020,Xiaomi Redmi Note 13,Electronics,Smartphone,Xiaomi,Redmi Note 13,60500,69500,13,4.1,918,In Stock,ShopWise Store,1 Year,Black,12GB,128GB,LCD 120Hz,48MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 12GB RAM, 128GB, 48MP Camera, 5500mAh, 5G","Xiaomi Redmi Note 13 smartphone with LCD 120Hz, 12GB RAM, 128GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100020.jpg,https://example.com/products/100020
100021,Realme Narzo 70,Electronics,Smartphone,Realme,Narzo 70,21000,30000,30,4.4,15845,In Stock,ShopWise Store,1 Year,Silver,8GB,512GB,AMOLED 120Hz,108MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 8GB RAM, 512GB, 108MP Camera, 5000mAh, 5G","Realme Narzo 70 smartphone with AMOLED 120Hz, 8GB RAM, 512GB, 108MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100021.jpg,https://example.com/products/100021
100022,Samsung Galaxy S24 Ultra,Electronics,Smartphone,Samsung,Galaxy S24 Ultra,35500,46000,23,4.2,24649,In Stock,ShopWise Store,1 Year,White,12GB,256GB,AMOLED 120Hz,48MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 12GB RAM, 256GB, 48MP Camera, 4500mAh, 5G","Samsung Galaxy S24 Ultra smartphone with AMOLED 120Hz, 12GB RAM, 256GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100022.jpg,https://example.com/products/100022
100023,OnePlus Nord CE4,Electronics,Smartphone,OnePlus,Nord CE4,31500,33000,5,4.1,21764,In Stock,ShopWise Store,1 Year,Green,16GB,256GB,LCD 120Hz,108MP,5000mAh,Android,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 16GB RAM, 256GB, 108MP Camera, 5000mAh, 5G","OnePlus Nord CE4 smartphone with LCD 120Hz, 16GB RAM, 256GB, 108MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100023.jpg,https://example.com/products/100023
100024,Xiaomi Xiaomi 14,Electronics,Smartphone,Xiaomi,Xiaomi 14,35000,45000,22,4.2,14220,In Stock,ShopWise Store,1 Year,Purple,6GB,256GB,OLED 120Hz,48MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","OLED 120Hz, 6GB RAM, 256GB, 48MP Camera, 5500mAh, 5G","Xiaomi Xiaomi 14 smartphone with OLED 120Hz, 6GB RAM, 256GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100024.jpg,https://example.com/products/100024
100025,Realme Narzo 70,Electronics,Smartphone,Realme,Narzo 70,19000,25500,25,4.3,4977,In Stock,ShopWise Store,1 Year,Green,6GB,512GB,OLED 120Hz,50MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","OLED 120Hz, 6GB RAM, 512GB, 50MP Camera, 4500mAh, 5G","Realme Narzo 70 smartphone with OLED 120Hz, 6GB RAM, 512GB, 50MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100025.jpg,https://example.com/products/100025
100026,Xiaomi Poco X6,Electronics,Smartphone,Xiaomi,Poco X6,44000,48000,8,4.1,13721,In Stock,ShopWise Store,1 Year,Silver,6GB,512GB,AMOLED 120Hz,64MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 6GB RAM, 512GB, 64MP Camera, 5500mAh, 5G","Xiaomi Poco X6 smartphone with AMOLED 120Hz, 6GB RAM, 512GB, 64MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100026.jpg,https://example.com/products/100026
100027,OnePlus OnePlus 12R,Electronics,Smartphone,OnePlus,OnePlus 12R,36000,38000,5,4.1,10083,In Stock,ShopWise Store,1 Year,Purple,16GB,512GB,LCD 120Hz,48MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","LCD 120Hz, 16GB RAM, 512GB, 48MP Camera, 4500mAh, 5G","OnePlus OnePlus 12R smartphone with LCD 120Hz, 16GB RAM, 512GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100027.jpg,https://example.com/products/100027
100028,Realme Narzo 70,Electronics,Smartphone,Realme,Narzo 70,28500,31500,10,5.0,5932,In Stock,ShopWise Store,1 Year,White,16GB,128GB,FHD+ AMOLED,64MP,5000mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 16GB RAM, 128GB, 64MP Camera, 5000mAh, 5G","Realme Narzo 70 smartphone with FHD+ AMOLED, 16GB RAM, 128GB, 64MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100028.jpg,https://example.com/products/100028
100029,Apple iPhone 16 Pro Max,Electronics,Smartphone,Apple,iPhone 16 Pro Max,125000,136000,8,4.3,1320,In Stock,ShopWise Store,1 Year,Silver,12GB,512GB,LCD 120Hz,108MP,5000mAh,iOS,"5G, WiFi 6, Bluetooth 5.3","LCD 120Hz, 12GB RAM, 512GB, 108MP Camera, 5000mAh, 5G","Apple iPhone 16 Pro Max smartphone with LCD 120Hz, 12GB RAM, 512GB, 108MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100029.jpg,https://example.com/products/100029
100030,Samsung Galaxy S24,Electronics,Smartphone,Samsung,Galaxy S24,101500,111500,9,4.1,23958,In Stock,ShopWise Store,1 Year,Green,12GB,128GB,OLED 120Hz,48MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","OLED 120Hz, 12GB RAM, 128GB, 48MP Camera, 4500mAh, 5G","Samsung Galaxy S24 smartphone with OLED 120Hz, 12GB RAM, 128GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100030.jpg,https://example.com/products/100030
100031,Apple iPhone 15 Plus,Electronics,Smartphone,Apple,iPhone 15 Plus,109000,113500,4,4.5,13966,In Stock,ShopWise Store,1 Year,Purple,8GB,128GB,OLED 120Hz,48MP,5500mAh,iOS,"5G, WiFi 7, Bluetooth 5.4","OLED 120Hz, 8GB RAM, 128GB, 48MP Camera, 5500mAh, 5G","Apple iPhone 15 Plus smartphone with OLED 120Hz, 8GB RAM, 128GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100031.jpg,https://example.com/products/100031
100032,Xiaomi Poco X6,Electronics,Smartphone,Xiaomi,Poco X6,40500,43500,7,4.3,24638,In Stock,ShopWise Store,1 Year,Blue,12GB,512GB,FHD+ AMOLED,50MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 12GB RAM, 512GB, 50MP Camera, 5500mAh, 5G","Xiaomi Poco X6 smartphone with FHD+ AMOLED, 12GB RAM, 512GB, 50MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100032.jpg,https://example.com/products/100032
100033,Samsung Galaxy S24+,Electronics,Smartphone,Samsung,Galaxy S24+,65500,75500,13,4.2,6497,In Stock,ShopWise Store,1 Year,Black,16GB,128GB,OLED 120Hz,50MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","OLED 120Hz, 16GB RAM, 128GB, 50MP Camera, 4500mAh, 5G","Samsung Galaxy S24+ smartphone with OLED 120Hz, 16GB RAM, 128GB, 50MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100033.jpg,https://example.com/products/100033
100034,Xiaomi Redmi Note 13,Electronics,Smartphone,Xiaomi,Redmi Note 13,20500,30000,32,4.9,21424,In Stock,ShopWise Store,1 Year,Black,8GB,256GB,AMOLED 120Hz,48MP,5000mAh,Android,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 8GB RAM, 256GB, 48MP Camera, 5000mAh, 5G","Xiaomi Redmi Note 13 smartphone with AMOLED 120Hz, 8GB RAM, 256GB, 48MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100034.jpg,https://example.com/products/100034
100035,Realme Narzo 70,Electronics,Smartphone,Realme,Narzo 70,43500,53500,19,4.1,17868,In Stock,ShopWise Store,1 Year,Green,16GB,512GB,FHD+ AMOLED,108MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 16GB RAM, 512GB, 108MP Camera, 5500mAh, 5G","Realme Narzo 70 smartphone with FHD+ AMOLED, 16GB RAM, 512GB, 108MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100035.jpg,https://example.com/products/100035
100036,Realme Narzo 70,Electronics,Smartphone,Realme,Narzo 70,33000,36500,10,4.9,3719,In Stock,ShopWise Store,1 Year,Green,12GB,512GB,AMOLED 120Hz,108MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","AMOLED 120Hz, 12GB RAM, 512GB, 108MP Camera, 5500mAh, 5G","Realme Narzo 70 smartphone with AMOLED 120Hz, 12GB RAM, 512GB, 108MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100036.jpg,https://example.com/products/100036
100037,Samsung Galaxy S24,Electronics,Smartphone,Samsung,Galaxy S24,19500,31000,37,4.1,22458,In Stock,ShopWise Store,1 Year,Green,12GB,512GB,AMOLED 120Hz,50MP,4500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","AMOLED 120Hz, 12GB RAM, 512GB, 50MP Camera, 4500mAh, 5G","Samsung Galaxy S24 smartphone with AMOLED 120Hz, 12GB RAM, 512GB, 50MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100037.jpg,https://example.com/products/100037
100038,OnePlus Nord 4,Electronics,Smartphone,OnePlus,Nord 4,48500,55000,12,4.1,14068,In Stock,ShopWise Store,1 Year,Silver,12GB,128GB,FHD+ AMOLED,48MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 12GB RAM, 128GB, 48MP Camera, 5500mAh, 5G","OnePlus Nord 4 smartphone with FHD+ AMOLED, 12GB RAM, 128GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100038.jpg,https://example.com/products/100038
100039,Xiaomi Redmi Note 14,Electronics,Smartphone,Xiaomi,Redmi Note 14,22000,31000,29,4.5,10261,In Stock,ShopWise Store,1 Year,Blue,12GB,512GB,LCD 120Hz,48MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 12GB RAM, 512GB, 48MP Camera, 4500mAh, 5G","Xiaomi Redmi Note 14 smartphone with LCD 120Hz, 12GB RAM, 512GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100039.jpg,https://example.com/products/100039
100040,OnePlus OnePlus 12,Electronics,Smartphone,OnePlus,OnePlus 12,66000,71500,8,4.5,4564,In Stock,ShopWise Store,1 Year,Black,8GB,512GB,LCD 120Hz,48MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","LCD 120Hz, 8GB RAM, 512GB, 48MP Camera, 5500mAh, 5G","OnePlus OnePlus 12 smartphone with LCD 120Hz, 8GB RAM, 512GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100040.jpg,https://example.com/products/100040
100041,OnePlus Nord 4,Electronics,Smartphone,OnePlus,Nord 4,22500,31500,29,4.4,6648,In Stock,ShopWise Store,1 Year,Black,16GB,256GB,OLED 120Hz,108MP,5000mAh,Android,"5G, WiFi 7, Bluetooth 5.4","OLED 120Hz, 16GB RAM, 256GB, 108MP Camera, 5000mAh, 5G","OnePlus Nord 4 smartphone with OLED 120Hz, 16GB RAM, 256GB, 108MP Camera, 5000mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100041.jpg,https://example.com/products/100041
100042,OnePlus Nord 4,Electronics,Smartphone,OnePlus,Nord 4,50500,57500,12,4.5,3725,In Stock,ShopWise Store,1 Year,Purple,12GB,256GB,OLED 120Hz,50MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","OLED 120Hz, 12GB RAM, 256GB, 50MP Camera, 5500mAh, 5G","OnePlus Nord 4 smartphone with OLED 120Hz, 12GB RAM, 256GB, 50MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100042.jpg,https://example.com/products/100042
100043,Samsung Galaxy S24+,Electronics,Smartphone,Samsung,Galaxy S24+,55500,57000,3,4.9,6790,In Stock,ShopWise Store,1 Year,Silver,16GB,128GB,LCD 120Hz,48MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","LCD 120Hz, 16GB RAM, 128GB, 48MP Camera, 4500mAh, 5G","Samsung Galaxy S24+ smartphone with LCD 120Hz, 16GB RAM, 128GB, 48MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100043.jpg,https://example.com/products/100043
100044,Samsung Galaxy S24 Ultra,Electronics,Smartphone,Samsung,Galaxy S24 Ultra,89500,95500,6,4.7,21519,In Stock,ShopWise Store,1 Year,Purple,8GB,512GB,OLED 120Hz,50MP,5500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","OLED 120Hz, 8GB RAM, 512GB, 50MP Camera, 5500mAh, 5G","Samsung Galaxy S24 Ultra smartphone with OLED 120Hz, 8GB RAM, 512GB, 50MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100044.jpg,https://example.com/products/100044
100045,OnePlus Nord 4,Electronics,Smartphone,OnePlus,Nord 4,57000,61500,7,4.6,9739,In Stock,ShopWise Store,1 Year,Purple,6GB,512GB,FHD+ AMOLED,108MP,4500mAh,Android,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 6GB RAM, 512GB, 108MP Camera, 4500mAh, 5G","OnePlus Nord 4 smartphone with FHD+ AMOLED, 6GB RAM, 512GB, 108MP Camera, 4500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100045.jpg,https://example.com/products/100045
100046,Apple iPhone 15 Plus,Electronics,Smartphone,Apple,iPhone 15 Plus,150500,162000,7,5.0,10936,In Stock,ShopWise Store,1 Year,Blue,16GB,256GB,FHD+ AMOLED,48MP,5500mAh,iOS,"5G, WiFi 7, Bluetooth 5.4","FHD+ AMOLED, 16GB RAM, 256GB, 48MP Camera, 5500mAh, 5G","Apple iPhone 15 Plus smartphone with FHD+ AMOLED, 16GB RAM, 256GB, 48MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100046.jpg,https://example.com/products/100046
100047,Samsung Galaxy S24+,Electronics,Smartphone,Samsung,Galaxy S24+,134000,144000,7,4.9,15411,In Stock,ShopWise Store,1 Year,Black,8GB,512GB,FHD+ AMOLED,50MP,5500mAh,Android,"5G, WiFi 6, Bluetooth 5.3","FHD+ AMOLED, 8GB RAM, 512GB, 50MP Camera, 5500mAh, 5G","Samsung Galaxy S24+ smartphone with FHD+ AMOLED, 8GB RAM, 512GB, 50MP Camera, 5500mAh, 5G. Suitable for photography, gaming and daily use.","Photography, Gaming, Daily Use",https://example.com/images/smartphones/100047.jpg,https://example.com/products/100047
