product_id,product_name,category,sub_category,brand,model,processor,ram,storage,gpu,display,operating_system,price,original_price,discount_percentage,rating,review_count,color,battery,weight,warranty,stock_status,seller,description,features,purpose,image_url,product_url
200011,Apple MacBook Air M2,Electronics,Laptop,Apple,MacBook Air M2,Apple M2,32GB,256GB SSD,RTX 3050,14 FHD IPS,macOS,90000,97000,7,4.3,17710,Blue,8 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"Apple MacBook Air M2 laptop with Apple M2, 32GB, 256GB SSD and RTX 3050. Ideal for gaming.","Apple M2, 32GB, 256GB SSD, RTX 3050, Windows 11",Gaming,https://example.com/images/laptops/200011.jpg,https://example.com/products/200011
200012,Dell Vostro 3520,Electronics,Laptop,Dell,Vostro 3520,Ryzen 7 7730U,16GB,512GB SSD,RTX 3050,14 OLED,Windows 11,59000,64000,8,4.6,17507,Black,8 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"Dell Vostro 3520 laptop with Ryzen 7 7730U, 16GB, 512GB SSD and RTX 3050. Ideal for students.","Ryzen 7 7730U, 16GB, 512GB SSD, RTX 3050, Windows 11",Students,https://example.com/images/laptops/200012.jpg,https://example.com/products/200012
200013,Acer Predator Helios Neo,Electronics,Laptop,Acer,Predator Helios Neo,Ryzen 5 7530U,8GB,1TB SSD,Integrated,16 WQXGA,Windows 11,81000,93000,13,4.5,3311,Black,8 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"Acer Predator Helios Neo laptop with Ryzen 5 7530U, 8GB, 1TB SSD and Integrated. Ideal for students.","Ryzen 5 7530U, 8GB, 1TB SSD, Integrated, Windows 11",Students,https://example.com/images/laptops/200013.jpg,https://example.com/products/200013
200014,Lenovo IdeaPad Slim 3,Electronics,Laptop,Lenovo,IdeaPad Slim 3,Intel Core i5-13420H,16GB,1TB SSD,RTX 3050,16 WQXGA,Windows 11,81000,87000,7,4.8,6013,Black,12 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"Lenovo IdeaPad Slim 3 laptop with Intel Core i5-13420H, 16GB, 1TB SSD and RTX 3050. Ideal for programming.","Intel Core i5-13420H, 16GB, 1TB SSD, RTX 3050, Windows 11",Programming,https://example.com/images/laptops/200014.jpg,https://example.com/products/200014
200015,Lenovo IdeaPad Slim 3,Electronics,Laptop,Lenovo,IdeaPad Slim 3,Ryzen 7 7840HS,32GB,512GB SSD,Integrated,14 FHD IPS,Windows 11,44000,48000,8,4.8,11415,Silver,10 Hours,1.5 kg,1 Year,In Stock,ShopWise Store,"Lenovo IdeaPad Slim 3 laptop with Ryzen 7 7840HS, 32GB, 512GB SSD and Integrated. Ideal for office.","Ryzen 7 7840HS, 32GB, 512GB SSD, Integrated, Windows 11",Office,https://example.com/images/laptops/200015.jpg,https://example.com/products/200015
200016,Acer Nitro V,Electronics,Laptop,Acer,Nitro V,Ryzen 5 7530U,32GB,256GB SSD,RTX 3050,14 OLED,Windows 11,102000,110000,7,4.5,9511,Silver,8 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"Acer Nitro V laptop with Ryzen 5 7530U, 32GB, 256GB SSD and RTX 3050. Ideal for office.","Ryzen 5 7530U, 32GB, 256GB SSD, RTX 3050, Windows 11",Office,https://example.com/images/laptops/200016.jpg,https://example.com/products/200016
200017,Acer Swift Go,Electronics,Laptop,Acer,Swift Go,Intel Core i5-13420H,16GB,1TB SSD,RTX 4060,16 WQXGA,Windows 11,114000,128000,11,4.1,7517,Black,12 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"Acer Swift Go laptop with Intel Core i5-13420H, 16GB, 1TB SSD and RTX 4060. Ideal for programming.","Intel Core i5-13420H, 16GB, 1TB SSD, RTX 4060, Windows 11",Programming,https://example.com/images/laptops/200017.jpg,https://example.com/products/200017
200018,Dell Inspiron 15,Electronics,Laptop,Dell,Inspiron 15,Intel Core i7-1355U,16GB,256GB SSD,Integrated,16 WQXGA,Windows 11,114000,123000,7,4.5,8012,Blue,12 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"Dell Inspiron 15 laptop with Intel Core i7-1355U, 16GB, 256GB SSD and Integrated. Ideal for machine learning.","Intel Core i7-1355U, 16GB, 256GB SSD, Integrated, Windows 11",Machine Learning,https://example.com/images/laptops/200018.jpg,https://example.com/products/200018
200019,ASUS ROG Strix G16,Electronics,Laptop,ASUS,ROG Strix G16,Intel Core Ultra 5,32GB,256GB SSD,RTX 4060,15.6 FHD,Windows 11,141000,149000,5,4.9,2374,Black,10 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"ASUS ROG Strix G16 laptop with Intel Core Ultra 5, 32GB, 256GB SSD and RTX 4060. Ideal for machine learning.","Intel Core Ultra 5, 32GB, 256GB SSD, RTX 4060, Windows 11",Machine Learning,https://example.com/images/laptops/200019.jpg,https://example.com/products/200019
200020,HP 15s,Electronics,Laptop,HP,15s,Intel Core i7-13620H,16GB,256GB SSD,RTX 4050,14 OLED,Windows 11,50000,63000,21,4.8,16490,Black,8 Hours,1.5 kg,1 Year,In Stock,ShopWise Store,"HP 15s laptop with Intel Core i7-13620H, 16GB, 256GB SSD and RTX 4050. Ideal for gaming.","Intel Core i7-13620H, 16GB, 256GB SSD, RTX 4050, Windows 11",Gaming,https://example.com/images/laptops/200020.jpg,https://example.com/products/200020
200021,HP Pavilion 15,Electronics,Laptop,HP,Pavilion 15,Intel Core i7-13620H,16GB,512GB SSD,RTX 3050,16 WQXGA,Windows 11,57000,67000,15,4.4,1202,Black,10 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"HP Pavilion 15 laptop with Intel Core i7-13620H, 16GB, 512GB SSD and RTX 3050. Ideal for gaming.","Intel Core i7-13620H, 16GB, 512GB SSD, RTX 3050, Windows 11",Gaming,https://example.com/images/laptops/200021.jpg,https://example.com/products/200021
200022,Dell Inspiron 15,Electronics,Laptop,Dell,Inspiron 15,Ryzen 7 7730U,32GB,256GB SSD,Integrated,14 OLED,Windows 11,139000,145000,4,4.2,10227,Blue,12 Hours,1.5 kg,1 Year,In Stock,ShopWise Store,"Dell Inspiron 15 laptop with Ryzen 7 7730U, 32GB, 256GB SSD and Integrated. Ideal for office.","Ryzen 7 7730U, 32GB, 256GB SSD, Integrated, Windows 11",Office,https://example.com/images/laptops/200022.jpg,https://example.com/products/200022
200023,Lenovo IdeaPad Slim 3,Electronics,Laptop,Lenovo,IdeaPad Slim 3,Ryzen 5 7535HS,32GB,1TB SSD,Integrated,14 FHD IPS,Windows 11,72000,77000,6,4.6,4272,Black,10 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"Lenovo IdeaPad Slim 3 laptop with Ryzen 5 7535HS, 32GB, 1TB SSD and Integrated. Ideal for office.","Ryzen 5 7535HS, 32GB, 1TB SSD, Integrated, Windows 11",Office,https://example.com/images/laptops/200023.jpg,https://example.com/products/200023
200024,HP 15s,Electronics,Laptop,HP,15s,Ryzen 5 7530U,8GB,256GB SSD,RTX 4060,15.6 FHD,Windows 11,56000,69000,19,4.4,11900,Grey,12 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"HP 15s laptop with Ryzen 5 7530U, 8GB, 256GB SSD and RTX 4060. Ideal for gaming.","Ryzen 5 7530U, 8GB, 256GB SSD, RTX 4060, Windows 11",Gaming,https://example.com/images/laptops/200024.jpg,https://example.com/products/200024
200025,ASUS ROG Strix G16,Electronics,Laptop,ASUS,ROG Strix G16,Intel Core Ultra 5,32GB,512GB SSD,RTX 3050,14 FHD IPS,Windows 11,71000,74000,4,4.5,10118,Blue,10 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"ASUS ROG Strix G16 laptop with Intel Core Ultra 5, 32GB, 512GB SSD and RTX 3050. Ideal for office.","Intel Core Ultra 5, 32GB, 512GB SSD, RTX 3050, Windows 11",Office,https://example.com/images/laptops/200025.jpg,https://example.com/products/200025
200026,Apple MacBook Pro M4,Electronics,Laptop,Apple,MacBook Pro M4,Apple M2,32GB,256GB SSD,Integrated,14 FHD IPS,macOS,85000,97000,12,4.6,13610,Black,10 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"Apple MacBook Pro M4 laptop with Apple M2, 32GB, 256GB SSD and Integrated. Ideal for machine learning.","Apple M2, 32GB, 256GB SSD, Integrated, Windows 11",Machine Learning,https://example.com/images/laptops/200026.jpg,https://example.com/products/200026
200027,Apple MacBook Air M3,Electronics,Laptop,Apple,MacBook Air M3,Apple M4,32GB,1TB SSD,Integrated,16 WQXGA,macOS,85000,92000,8,4.3,12546,Black,12 Hours,1.5 kg,1 Year,In Stock,ShopWise Store,"Apple MacBook Air M3 laptop with Apple M4, 32GB, 1TB SSD and Integrated. Ideal for gaming.","Apple M4, 32GB, 1TB SSD, Integrated, Windows 11",Gaming,https://example.com/images/laptops/200027.jpg,https://example.com/products/200027
200028,HP Pavilion 15,Electronics,Laptop,HP,Pavilion 15,Intel Core i5-13420H,16GB,1TB SSD,Integrated,15.6 FHD,Windows 11,79000,86000,8,4.3,15728,Silver,8 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"HP Pavilion 15 laptop with Intel Core i5-13420H, 16GB, 1TB SSD and Integrated. Ideal for machine learning.","Intel Core i5-13420H, 16GB, 1TB SSD, Integrated, Windows 11",Machine Learning,https://example.com/images/laptops/200028.jpg,https://example.com/products/200028
200029,HP Victus 15,Electronics,Laptop,HP,Victus 15,Intel Core i7-13620H,8GB,1TB SSD,RTX 4050,14 OLED,Windows 11,60000,72000,17,5.0,3998,Silver,8 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"HP Victus 15 laptop with Intel Core i7-13620H, 8GB, 1TB SSD and RTX 4050. Ideal for office.","Intel Core i7-13620H, 8GB, 1TB SSD, RTX 4050, Windows 11",Office,https://example.com/images/laptops/200029.jpg,https://example.com/products/200029
200030,HP Pavilion 15,Electronics,Laptop,HP,Pavilion 15,Intel Core i7-13620H,16GB,512GB SSD,RTX 3050,16 WQXGA,Windows 11,59000,73000,19,4.7,12966,Grey,8 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"HP Pavilion 15 laptop with Intel Core i7-13620H, 16GB, 512GB SSD and RTX 3050. Ideal for gaming.","Intel Core i7-13620H, 16GB, 512GB SSD, RTX 3050, Windows 11",Gaming,https://example.com/images/laptops/200030.jpg,https://example.com/products/200030
200031,Dell G15,Electronics,Laptop,Dell,G15,Intel Core i5-1335U,16GB,256GB SSD,RTX 4060,14 FHD IPS,Windows 11,75000,85000,12,4.2,2468,Blue,10 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"Dell G15 laptop with Intel Core i5-1335U, 16GB, 256GB SSD and RTX 4060. Ideal for machine learning.","Intel Core i5-1335U, 16GB, 256GB SSD, RTX 4060, Windows 11",Machine Learning,https://example.com/images/laptops/200031.jpg,https://example.com/products/200031
200032,Apple MacBook Air M3,Electronics,Laptop,Apple,MacBook Air M3,Apple M3,32GB,256GB SSD,Integrated,16 WQXGA,macOS,157000,163000,4,4.4,14572,Grey,10 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"Apple MacBook Air M3 laptop with Apple M3, 32GB, 256GB SSD and Integrated. Ideal for gaming.","Apple M3, 32GB, 256GB SSD, Integrated, Windows 11",Gaming,https://example.com/images/laptops/200032.jpg,https://example.com/products/200032
200033,Acer Aspire 5,Electronics,Laptop,Acer,Aspire 5,Intel Core i5-13420H,32GB,256GB SSD,RTX 4050,14 FHD IPS,Windows 11,65000,70000,7,5.0,13866,Silver,8 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"Acer Aspire 5 laptop with Intel Core i5-13420H, 32GB, 256GB SSD and RTX 4050. Ideal for students.","Intel Core i5-13420H, 32GB, 256GB SSD, RTX 4050, Windows 11",Students,https://example.com/images/laptops/200033.jpg,https://example.com/products/200033
200034,HP Victus 15,Electronics,Laptop,HP,Victus 15,Intel Core i5-13420H,32GB,1TB SSD,RTX 4060,15.6 FHD,Windows 11,54000,62000,13,4.4,7716,Black,10 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"HP Victus 15 laptop with Intel Core i5-13420H, 32GB, 1TB SSD and RTX 4060. Ideal for machine learning.","Intel Core i5-13420H, 32GB, 1TB SSD, RTX 4060, Windows 11",Machine Learning,https://example.com/images/laptops/200034.jpg,https://example.com/products/200034
200035,ASUS Zenbook 14,Electronics,Laptop,ASUS,Zenbook 14,Ryzen 7 7840HS,32GB,1TB SSD,Integrated,14 FHD IPS,Windows 11,112000,120000,7,4.7,5592,Black,10 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"ASUS Zenbook 14 laptop with Ryzen 7 7840HS, 32GB, 1TB SSD and Integrated. Ideal for machine learning.","Ryzen 7 7840HS, 32GB, 1TB SSD, Integrated, Windows 11",Machine Learning,https://example.com/images/laptops/200035.jpg,https://example.com/products/200035
200036,Lenovo Yoga Slim 6,Electronics,Laptop,Lenovo,Yoga Slim 6,Ryzen 7 7840HS,8GB,1TB SSD,RTX 4050,14 FHD IPS,Windows 11,49000,62000,21,4.7,15042,Blue,12 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"Lenovo Yoga Slim 6 laptop with Ryzen 7 7840HS, 8GB, 1TB SSD and RTX 4050. Ideal for machine learning.","Ryzen 7 7840HS, 8GB, 1TB SSD, RTX 4050, Windows 11",Machine Learning,https://example.com/images/laptops/200036.jpg,https://example.com/products/200036
200037,HP Pavilion 15,Electronics,Laptop,HP,Pavilion 15,Intel Core i5-13420H,8GB,1TB SSD,Integrated,15.6 FHD,Windows 11,90000,93000,3,4.5,15853,Black,12 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"HP Pavilion 15 laptop with Intel Core i5-13420H, 8GB, 1TB SSD and Integrated. Ideal for programming.","Intel Core i5-13420H, 8GB, 1TB SSD, Integrated, Windows 11",Programming,https://example.com/images/laptops/200037.jpg,https://example.com/products/200037
200038,ASUS TUF Gaming A15,Electronics,Laptop,ASUS,TUF Gaming A15,Intel Core Ultra 5,32GB,256GB SSD,RTX 4050,15.6 FHD,Windows 11,117000,130000,10,5.0,4747,Silver,10 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"ASUS TUF Gaming A15 laptop with Intel Core Ultra 5, 32GB, 256GB SSD and RTX 4050. Ideal for students.","Intel Core Ultra 5, 32GB, 256GB SSD, RTX 4050, Windows 11",Students,https://example.com/images/laptops/200038.jpg,https://example.com/products/200038
200039,Apple MacBook Pro M4,Electronics,Laptop,Apple,MacBook Pro M4,Apple M3,8GB,1TB SSD,RTX 4050,16 WQXGA,macOS,170000,176000,3,4.6,15301,Silver,12 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"Apple MacBook Pro M4 laptop with Apple M3, 8GB, 1TB SSD and RTX 4050. Ideal for students.","Apple M3, 8GB, 1TB SSD, RTX 4050, Windows 11",Students,https://example.com/images/laptops/200039.jpg,https://example.com/products/200039
200040,Lenovo IdeaPad Slim 3,Electronics,Laptop,Lenovo,IdeaPad Slim 3,Ryzen 7 7840HS,8GB,256GB SSD,RTX 4050,15.6 FHD,Windows 11,92000,103000,11,4.7,10898,Silver,12 Hours,1.5 kg,1 Year,In Stock,ShopWise Store,"Lenovo IdeaPad Slim 3 laptop with Ryzen 7 7840HS, 8GB, 256GB SSD and RTX 4050. Ideal for students.","Ryzen 7 7840HS, 8GB, 256GB SSD, RTX 4050, Windows 11",Students,https://example.com/images/laptops/200040.jpg,https://example.com/products/200040
200041,Dell Inspiron 15,Electronics,Laptop,Dell,Inspiron 15,Intel Core i7-1355U,16GB,256GB SSD,Integrated,14 OLED,Windows 11,84000,90000,7,4.8,5016,Silver,8 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"Dell Inspiron 15 laptop with Intel Core i7-1355U, 16GB, 256GB SSD and Integrated. Ideal for office.","Intel Core i7-1355U, 16GB, 256GB SSD, Integrated, Windows 11",Office,https://example.com/images/laptops/200041.jpg,https://example.com/products/200041
200042,Acer Predator Helios Neo,Electronics,Laptop,Acer,Predator Helios Neo,Ryzen 5 7530U,32GB,512GB SSD,RTX 3050,14 OLED,Windows 11,146000,157000,7,4.5,433,Blue,10 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"Acer Predator Helios Neo laptop with Ryzen 5 7530U, 32GB, 512GB SSD and RTX 3050. Ideal for programming.","Ryzen 5 7530U, 32GB, 512GB SSD, RTX 3050, Windows 11",Programming,https://example.com/images/laptops/200042.jpg,https://example.com/products/200042
200043,Apple MacBook Air M2,Electronics,Laptop,Apple,MacBook Air M2,Apple M2,16GB,256GB SSD,Integrated,16 WQXGA,macOS,217000,223000,3,4.5,12127,Grey,8 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"Apple MacBook Air M2 laptop with Apple M2, 16GB, 256GB SSD and Integrated. Ideal for programming.","Apple M2, 16GB, 256GB SSD, Integrated, Windows 11",Programming,https://example.com/images/laptops/200043.jpg,https://example.com/products/200043
200044,HP 15s,Electronics,Laptop,HP,15s,Ryzen 5 7530U,8GB,256GB SSD,RTX 3050,16 WQXGA,Windows 11,56000,60000,7,4.2,14919,Silver,10 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"HP 15s laptop with Ryzen 5 7530U, 8GB, 256GB SSD and RTX 3050. Ideal for programming.","Ryzen 5 7530U, 8GB, 256GB SSD, RTX 3050, Windows 11",Programming,https://example.com/images/laptops/200044.jpg,https://example.com/products/200044
200045,ASUS Vivobook 15,Electronics,Laptop,ASUS,Vivobook 15,Ryzen 7 7840HS,8GB,256GB SSD,RTX 3050,15.6 FHD,Windows 11,69000,78000,12,4.9,442,Blue,8 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"ASUS Vivobook 15 laptop with Ryzen 7 7840HS, 8GB, 256GB SSD and RTX 3050. Ideal for gaming.","Ryzen 7 7840HS, 8GB, 256GB SSD, RTX 3050, Windows 11",Gaming,https://example.com/images/laptops/200045.jpg,https://example.com/products/200045
200046,ASUS Vivobook 15,Electronics,Laptop,ASUS,Vivobook 15,Ryzen 7 7840HS,16GB,512GB SSD,RTX 4060,14 OLED,Windows 11,99000,107000,7,4.6,9903,Black,10 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"ASUS Vivobook 15 laptop with Ryzen 7 7840HS, 16GB, 512GB SSD and RTX 4060. Ideal for programming.","Ryzen 7 7840HS, 16GB, 512GB SSD, RTX 4060, Windows 11",Programming,https://example.com/images/laptops/200046.jpg,https://example.com/products/200046
200047,Dell Vostro 3520,Electronics,Laptop,Dell,Vostro 3520,Intel Core i5-1335U,32GB,1TB SSD,RTX 4060,16 WQXGA,Windows 11,90000,98000,8,4.8,2701,Blue,10 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"Dell Vostro 3520 laptop with Intel Core i5-1335U, 32GB, 1TB SSD and RTX 4060. Ideal for gaming.","Intel Core i5-1335U, 32GB, 1TB SSD, RTX 4060, Windows 11",Gaming,https://example.com/images/laptops/200047.jpg,https://example.com/products/200047
200048,Dell G15,Electronics,Laptop,Dell,G15,Intel Core i5-1335U,16GB,256GB SSD,RTX 3050,15.6 FHD,Windows 11,65000,79000,18,4.7,5856,Silver,8 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"Dell G15 laptop with Intel Core i5-1335U, 16GB, 256GB SSD and RTX 3050. Ideal for gaming.","Intel Core i5-1335U, 16GB, 256GB SSD, RTX 3050, Windows 11",Gaming,https://example.com/images/laptops/200048.jpg,https://example.com/products/200048
200049,HP Envy x360,Electronics,Laptop,HP,Envy x360,Intel Core i7-13620H,32GB,512GB SSD,RTX 4050,14 FHD IPS,Windows 11,75000,83000,10,4.3,11853,Black,12 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"HP Envy x360 laptop with Intel Core i7-13620H, 32GB, 512GB SSD and RTX 4050. Ideal for gaming.","Intel Core i7-13620H, 32GB, 512GB SSD, RTX 4050, Windows 11",Gaming,https://example.com/images/laptops/200049.jpg,https://example.com/products/200049
200050,ASUS Vivobook 15,Electronics,Laptop,ASUS,Vivobook 15,Ryzen 7 7840HS,32GB,1TB SSD,RTX 4060,14 OLED,Windows 11,129000,134000,4,4.6,14362,Blue,10 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"ASUS Vivobook 15 laptop with Ryzen 7 7840HS, 32GB, 1TB SSD and RTX 4060. Ideal for gaming.","Ryzen 7 7840HS, 32GB, 1TB SSD, RTX 4060, Windows 11",Gaming,https://example.com/images/laptops/200050.jpg,https://example.com/products/200050
200051,ASUS ROG Strix G16,Electronics,Laptop,ASUS,ROG Strix G16,Intel Core Ultra 5,8GB,512GB SSD,RTX 4050,14 FHD IPS,Windows 11,151000,165000,8,4.1,1281,Black,12 Hours,2.2 kg,1 Year,In Stock,ShopWise Store,"ASUS ROG Strix G16 laptop with Intel Core Ultra 5, 8GB, 512GB SSD and RTX 4050. Ideal for programming.","Intel Core Ultra 5, 8GB, 512GB SSD, RTX 4050, Windows 11",Programming,https://example.com/images/laptops/200051.jpg,https://example.com/products/200051
200052,ASUS TUF Gaming A15,Electronics,Laptop,ASUS,TUF Gaming A15,Intel Core i7-13650HX,16GB,256GB SSD,Integrated,14 OLED,Windows 11,71000,80000,11,4.7,13930,Silver,10 Hours,1.2 kg,1 Year,In Stock,ShopWise Store,"ASUS TUF Gaming A15 laptop with Intel Core i7-13650HX, 16GB, 256GB SSD and Integrated. Ideal for students.","Intel Core i7-13650HX, 16GB, 256GB SSD, Integrated, Windows 11",Students,https://example.com/images/laptops/200052.jpg,https://example.com/products/200052
200053,Acer Swift Go,Electronics,Laptop,Acer,Swift Go,Intel Core i7-13700H,16GB,1TB SSD,Integrated,14 OLED,Windows 11,107000,116000,8,4.5,15078,Black,12 Hours,1.8 kg,1 Year,In Stock,ShopWise Store,"Acer Swift Go laptop with Intel Core i7-13700H, 16GB, 1TB SSD and Integrated. Ideal for machine learning.","Intel Core i7-13700H, 16GB, 1TB SSD, Integrated, Windows 11",Machine Learning,https://example.com/images/laptops/200053.jpg,https://example.com/products/200053
